User_Id,username,Place_Id,Place_Ratings
3807,florenceallen646,408,5
8218,ytpjmeyd,52,5
5027,nicolebadanguio269,372,4
3891,hlyi3cj3,16,4
9325,bbir3yx9,376,5
6133,michaelobrien47,50,2
516,paulinahansen884,304,1
1489,patriciamartin136,312,5
2301,aact0aei,369,1
6629,freddiegavin330,236,2
6572,daleclark513,319,4
9239,claireserrano390,324,1
4293,meaghanbailey130,393,3
6989,clintonangel897,81,5
764,philipbuoy935,296,5
2362,pamelawalker893,353,4
8480,yz1cpvep,247,5
8038,tanawray535,298,5
2567,juliekingsley178,385,3
1467,kim0rafq,255,4
5867,lorrainebaker495,147,5
3396,sallyjohnson501,171,1
3793,2r9i9o3k,68,5
8677,gigv03m0,247,1
7877,wlr8es7y,35,3
2702,melissasterlace831,307,2
5507,ompx0jix,292,5
7862,elizabethmccarty692,303,2
6724,michaelphillips638,157,1
4164,johnmumbower220,338,5
587,eugenejohnson30,19,4
9569,mariantheriot751,243,3
8712,josephpurcell198,286,2
6191,kevinwilliams858,143,1
3958,berthamassengale566,252,2
463,tammylyford22,79,5
4246,edwardochoa326,2,1
681,davidrivera972,95,1
9754,joynickles636,50,4
1354,genevaesters943,337,1
7557,reginaldfrancois654,234,3
919,helenrussell711,131,4
6262,randallcaverly358,236,4
4877,nvlqc1r2,129,2
1908,tyronelindsay390,296,2
3121,rogermeyer60,271,4
512,erintyler530,150,1
7405,gt9a3ayy,181,3
8491,glendafragoso826,240,3
2893,davidflores325,23,1
4338,mariareeves526,427,5
93,marilynmcnally63,92,4
6243,fredpritchett421,107,3
8247,olgabridges358,119,4
9296,cynthiahumphrey330,422,5
4911,8qd3kqsw,423,2
8055,davidlynch979,85,2
486,32ujmo1v,188,3
4942,allengarton718,383,2
8433,thomassteller493,255,5
9464,kateellwanger139,361,5
878,danalovell581,410,3
325,carolowens419,109,4
1266,6v0xszes,146,3
6464,cjveijf3,9,3
4211,225ttpr8,243,4
6373,allenknoedler60,249,5
2480,7bls88bg,119,2
8450,typoirier343,328,1
6377,meganreyes883,154,5
8644,pamelasumner671,96,3
4186,edwardazen600,26,2
6897,richardgarza775,139,5
615,mariakiehl364,79,2
4124,williamhunter480,12,4
4146,dr6jjssd,385,4
2758,juanperry357,144,1
1157,jerrymayle151,20,4
4493,kennethferland967,360,4
7145,lukeanderson150,399,5
4850,sheilajames414,197,1
7564,ivycollins168,25,2
4945,williambessel128,360,3
5300,manuelgullatte543,437,5
6494,e80r1vu7,167,5
6735,czh1jzro,329,1
4535,6nssiv9b,120,3
202,jessicapleasant951,142,5
7497,kyleyu699,164,5
6122,robertsmith630,100,4
7425,bradleywoodbury598,43,3
9802,j96zg2bx,132,2
6950,larryumbaugh653,301,3
7254,robertmedved56,366,5
1420,carolyngussler395,240,3
7283,robertlantz932,212,1
7574,pearleverett898,59,2
8503,melvinwhitney415,120,5
3169,irenedouglas20,71,5
5583,jessieward504,387,3
6213,catherinecassada783,345,4
2716,gerardpritchard457,191,5
3819,rubylong90,130,5
9127,jacquelinejones546,43,2
8069,24ah3p41,170,2
527,2zlpp7ny,370,1
3499,frankhale989,259,5
8801,ashleykirkman435,218,4
8529,pvvh0k3g,359,5
7776,jjxyu8i2,131,4
5704,charlottefoslien956,284,2
4522,beverlyakins215,26,5
9800,sarahpagan997,119,4
3236,georgefegley196,47,5
6563,hermantiede494,401,5
695,180t1zdx,249,2
4243,lucilenguyen995,131,1
1925,0dh1cisu,224,3
978,michaelboggs121,283,1
8874,bu9zoc2f,263,2
6428,carolynzerger96,65,1
8690,margaretmoon850,374,2
2939,piwjmcis,126,4
9433,williamdeleon33,61,3
1544,mikekerns216,15,1
7843,sethalford798,250,1
5233,triciabillups61,125,1
1012,nicolecorning435,278,3
8897,charlesnewton354,22,3
5605,sharonevans410,206,5
212,timothylopez107,313,4
9492,jillfurr944,63,4
5383,vent96ks,258,4
4436,thomasgarner727,225,1
8324,marthawellenstein23,187,2
5150,emilietango530,159,3
4370,judeng280,366,2
7940,sharlenejankowski745,429,1
8051,leomatson841,339,4
1001,mtbgycqp,280,1
1573,lemuelshuler87,437,4
5440,marydavis199,27,3
442,yixpy11k,21,4
9347,lanceguest719,163,1
5076,adamshea543,183,4
7815,debbiefields663,359,1
4921,shawnlaflore581,367,2
1999,jenniewilliams66,402,4
7590,eugenenegron462,265,3
9383,robindickson267,428,5
8293,andrewlouden869,251,5
203,2esvlxl9,336,5
2726,gj8yytfi,236,1
1902,lauracaughey889,71,2
725,dorisweber311,110,1
9437,kathrynmachado439,269,3
574,beatricehiggins504,116,2
5445,leswright871,50,5
471,evelynwilliams133,128,2
7333,dnznqsnz,53,3
1724,julieanglin307,428,4
4636,qxcz2qn5,367,2
1547,marlenecervantes9,15,5
2046,gracesnowden498,91,3
8815,douglassternberg87,121,4
5966,2xo5vc6q,359,4
5575,everettmuncie438,26,1
2819,hpjl8fu9,88,3
8838,roberttennant261,71,4
6616,carmenrathke88,112,4
7787,rachelbrown153,430,1
9992,rubynakamura204,257,4
1040,sharonlassiter450,340,5
8053,michelledauenhauer798,316,4
6752,michaelyow748,360,1
4168,haroldbinkley855,363,3
1250,fhy75n8y,234,1
7814,porterhandley297,354,5
8012,wc3s9h24,126,4
6982,loisreed215,243,3
4299,margarethopper289,207,3
63,francespetterson24,9,1
6537,saraholt314,291,3
6606,annabrown682,142,5
9378,taneshatoomey989,97,4
8365,jimmiecastle204,305,2
5705,susanbernard22,1,2
3909,theresareed630,181,1
5933,marialautman475,402,4
2285,anthonydepasquale712,353,1
9884,patriciabridges635,169,1
5844,lynnrives843,135,3
3664,r2az1gd3,338,1
1270,josebelk688,74,4
4420,humbertonanney344,18,4
9094,charlesfreeman546,6,5
1630,ashleydavis111,329,3
5918,jd7o3aya,44,5
9737,rosemerrick938,365,3
7804,jackieduty677,417,2
5467,virginiasanford99,25,1
5041,alexandrialandres758,246,3
6091,billiemaldonado272,213,3
7897,p10k9i8i,423,2
8941,davidslack659,252,5
4678,cliffordvillatora964,229,2
4608,claudiakanagy782,221,4
7695,josefablanchard134,368,4
7912,joseschmidt715,263,5
278,thomasjimenez12,312,4
9431,tracymorris408,169,1
9650,roxannewood785,370,1
3300,codydixon786,164,5
5667,thomaslicht622,394,4
233,jamehusar454,49,2
3030,yolandavalentin321,25,5
6728,eulasingleton937,400,1
2008,wendyholland205,246,4
5430,williamrowe962,161,1
7335,deborahhoward432,243,1
7910,paulafranco822,314,4
5294,mollymiranda66,59,2
8704,davidemond471,66,3
4160,petrahodges396,84,2
3831,sharonangelo744,273,5
9091,0qfvuxo7,8,1
6991,fayehargett388,303,5
4734,angelawade483,117,4
8269,jamescrawford702,32,5
5906,lynnettecramer766,75,1
9402,irenekoehn10,290,3
2102,donaldjones516,159,1
8603,l3b0lcg2,192,3
1159,douglastaylor973,208,3
4965,jamessmith827,276,1
3387,phillippilkington534,244,3
8294,robertdupont306,437,2
8492,7d5ku8j9,407,5
7456,lloydguy282,320,4
8997,robertfundora399,194,3
1516,0g9fh811,117,2
1571,carolynstump964,213,3
5184,cherylreed735,96,4
9557,mariaelia933,280,1
178,johnciocca463,43,1
1109,501iodfu,198,1
1497,davidmusetti53,166,4
7651,2xkuyyca,33,4
5183,ednawhitt101,21,1
682,tumse4w8,215,2
9441,ktvj3xcl,366,1
7485,sueperez85,364,5
3235,suzanneflores264,387,1
3313,j4qtn61j,308,5
4844,jennylangley420,409,1
3823,anagilbertson66,95,1
1209,clarencedubiel976,19,1
5232,noellecathcart181,272,4
7353,dorothynajera340,67,5
9874,3d9i2bck,296,1
6237,nbrmphx0,24,4
2316,alangerard519,329,1
1227,gerardfarner611,23,2
2434,elizabethmudget330,96,3
110,carlielaws230,314,4
9228,annebrunson264,430,3
8348,1gl7f03h,146,5
303,bettyswinerton352,144,3
3587,rubyjensen504,341,4
5999,571lch5g,116,3
2337,1qtrqiul,386,5
3270,47ycjv72,331,3
1024,nancymcclain418,199,1
485,karenkrueger980,408,1
7748,dennisstaley244,276,1
4930,edwinspickard317,56,3
6250,maryannjacobs997,425,2
9842,wtdxojzr,236,5
3743,s5w3b6nb,67,4
6664,robertlewis129,33,2
8919,patriciaguitterez998,286,1
5376,kristenrape896,95,2
1678,carlosherrod323,300,5
2214,laujobr1,207,3
4098,ruthkretchmar145,307,5
2076,edvvjx9y,227,1
7218,ru25w6ro,55,4
9696,martinmoore908,160,5
5595,laurelcantrell296,28,2
6332,tracycash621,23,2
4267,bkyu5twp,89,5
4904,3d8lxji8,195,1
2848,pennyzastrow88,75,1
3734,ednagreene489,227,4
3062,mabelturner460,294,3
1168,shirleygreenwell661,111,1
5843,lottiemarshall343,150,2
8952,b48ua7lt,204,2
2090,9rd4am38,354,1
1554,frankrodriguez992,330,2
2656,raymondscott825,416,5
9953,garyjames330,256,3
2387,n8yew408,425,5
4664,charlesjaquess432,310,2
9544,carrollhawk828,80,4
9444,christophermcdaniels242,217,3
7261,80ciusg5,114,1
9348,juliuslayel430,420,4
447,erickathomas527,167,1
966,carontart671,319,2
6208,williampritts511,241,4
3847,eito2ng8,375,3
9782,joewood897,231,5
9275,9vhx6ub1,30,4
4944,tbrtq0kh,138,1
9891,ruthlucas372,36,4
5920,rzfqccxi,138,1
3061,jameskim701,208,2
8329,jameswelsh441,285,5
931,carlosbates66,214,2
3689,marieoswalt481,314,5
4478,oz2s9g3j,276,4
2666,jessehughes863,401,5
6634,jeremyandrews937,6,1
2318,beckyburns422,284,4
9059,dsfpudde,186,2
5256,jameswheeler977,85,4
52,odellcampos796,123,1
2256,twandamurphy3,244,5
4901,landonwilusz61,396,5
5496,anthonyrogers586,241,5
757,mou7alik,157,4
6986,evelyncannon257,127,3
4916,arronwalker399,357,2
4218,jackrichards591,345,5
5350,nataliegabaldon103,427,3
9172,donaldmorris834,292,1
9003,sammiebautista225,127,3
3517,sherryricardo573,371,2
1605,benpowell822,267,2
3408,andrewmcwethy544,219,2
8628,angelaortiz149,113,1
6357,carmenheffner577,246,5
8796,jerryclark567,44,2
4323,junesmith824,276,3
2230,tamaraduncan885,352,3
7066,jeandeleon10,378,4
4690,charlottewiener553,352,1
8714,joseeichhorn734,352,4
3322,richardpew864,53,5
4495,danielyarbrough339,328,5
9151,carmenmullins311,393,1
7630,s8oeyet4,327,3
7424,scottfranklin602,258,2
5804,nofukwfs,255,4
7632,ih8ykca5,18,1
7972,timhebert765,378,2
4545,tammymorgan915,120,1
3888,18yijfno,155,3
8986,eleanoreshom372,262,1
5708,matthewkasper186,196,5
6475,robertmassey832,161,5
5204,doloreskaminski303,245,1
4996,melvinfulop928,227,5
5281,michaellyons643,437,4
4083,jonathanwells146,55,2
6479,dennisdegaetano106,122,2
8285,williamavery712,89,1
8449,michaelmurphy658,292,5
1755,w2agrypy,172,4
1413,fpjzxwbm,336,4
1163,geraldpalmieri123,433,1
4201,nv1ddtot,131,5
7131,nancymcnabb916,87,5
1699,sharonsmith60,330,4
3496,winniehansen31,167,2
3025,jeannemcraney208,323,4
4096,deloresrendall228,319,3
6860,albertwiles650,31,5
3311,reneeriley172,335,3
6698,williamwilliams667,211,5
9640,davidmoon657,287,3
5235,tracymiller557,431,2
2117,xp8qnqfj,80,3
4828,m1k8q8ig,248,5
6546,michaelcoberly469,428,1
6004,josephjones437,379,2
9975,landoncoulter797,285,3
273,herbertmccutcheon396,413,5
7129,kerarussom85,231,1
1296,8htr47yf,125,3
5793,susanmartens654,276,3
8334,francisstadler963,91,1
3622,angelinaestes781,320,1
1575,dominiquecontreras362,365,2
6311,dewayneramirez292,227,1
2821,x7r3qcfr,281,4
9745,n9pbcfr8,245,1
5576,s69wkowj,78,5
5329,kennethtousom519,198,5
3260,melinadearman766,29,2
1824,davidjames492,162,4
7866,jacquelinegomez925,364,3
749,mariaacton551,136,5
181,kentwinston614,343,2
5404,tntzsfct,402,4
2535,kathrynfilmore310,96,4
8235,gregoryreynolds579,197,5
8357,drcckm0q,152,2
7487,carolhart923,15,2
5938,d8i2mb4s,163,5
2075,robertkennedy3,319,2
4706,paulgoin456,200,3
2267,mmcxnsce,83,5
5711,elaineenglish963,218,4
8017,oo99p2hi,134,2
6057,bernardsykes510,214,2
9959,kathybrewer630,365,4
5778,ericcarrell524,101,1
6641,josephparham45,404,2
4459,p3k0xi9c,284,5
8030,l7sv32ic,168,1
8694,vickiwright612,40,3
3479,guh2it5q,363,4
1247,s5vmc30v,295,3
3383,estrellamendoza127,284,3
7473,davidbaker592,40,2
1693,3j9yclyv,370,1
9484,debrafloyd322,144,4
156,donaldgomez537,404,4
3694,jefferyking614,400,1
6620,melissaroberts147,401,2
8902,rmhglfd6,312,1
6904,jankillam460,34,2
1845,tomlantz592,142,4
6503,lindamctaggart284,85,4
1397,wilmavelez543,221,4
5398,adriennehurt217,340,5
2127,stefanweafer151,339,3
2283,johnmyers308,323,4
5081,alishaoneal640,364,2
7985,randyschulte808,173,4
4180,joellogan50,117,3
5336,eleanorhyland198,22,3
2420,ericwoods45,195,1
1267,alfredcarleton709,109,3
2358,conniescholl335,233,3
5567,randycollison89,406,1
7834,uofs3phw,78,5
5175,benjaminpea967,257,2
8226,christopherjoy431,266,5
7199,jamesprater77,272,4
5561,mq0hms1v,218,1
2852,carlotalongwell449,39,2
2483,bxr7a6o0,292,3
2275,9s83z5pn,353,2
8983,bonitabarry153,47,1
3877,clydesholar392,341,3
5810,danielsanchez478,331,1
7854,lonniegideon18,329,5
7697,sharonmirabal851,65,3
3506,georgesmith414,393,4
9496,ig1nd8b0,323,5
9759,t4m88neu,384,4
9845,9tr93i10,228,5
8526,susanbroughton947,298,1
2961,u3sbnuh8,133,3
4571,lyndapetrus23,22,2
173,josecrowe468,125,5
730,charleshenry445,20,2
1056,michaelbeaupre937,184,1
1118,robertjohansen532,63,1
2399,3hj9utdo,367,3
2235,glendadusseault104,359,2
3287,estheranderson506,399,1
6978,anthonyhiggins401,359,2
1679,ernestsanders797,363,1
4344,r8y2apg1,230,1
6711,47ajatwo,81,1
7435,amandapalmer169,1,2
3814,xvnt2dmb,164,3
8042,jamiecouch169,313,1
5686,8zse32oz,138,5
1557,paulwhite846,85,2
8445,je1xnarb,56,2
8335,jameslewis333,219,3
8583,5kpu5rey,344,1
8641,edithstanely561,325,3
9193,mariabrown963,92,5
6894,johnhartzler451,115,5
1211,keithsmith613,84,3
713,vickiprice699,20,1
7151,juliethornton123,372,2
6006,z2qhhl6n,193,3
1424,andreswilliams366,44,5
5611,kellyhudock450,397,2
4681,johnpicou413,350,4
2580,dianeswanger727,419,3
5962,ivayuste428,60,5
2334,lorenawalker415,294,4
5915,davidulibarri672,105,4
3974,joeljosey447,54,2
8576,aprilhelms995,11,1
9649,d1gjyfhr,17,1
8721,thomasruth917,414,4
9227,jenniferwatson819,331,4
1647,danielwebb784,434,4
3857,lindamccroy804,144,3
9480,jennifermader876,422,1
2911,vthxjqwb,389,2
7095,4k46dqyy,188,2
8326,gl4uu1uo,260,4
3580,cynthiafacer39,377,1
1498,6zo1sobp,292,4
6307,deivuuzk,98,5
8802,tobysaenz363,3,3
195,qt8redfo,408,2
8984,joanstewart156,398,3
9007,arlenedunston507,179,3
5441,barbaraschwendinger236,13,5
8332,keithsmith189,180,4
3048,sharonmeeks38,190,2
5234,carmenmartin386,76,2
425,kellyheath455,64,2
8024,5zm181zd,344,3
8056,michaelmantel199,173,4
9895,mamiewells734,135,5
7459,davidbailey447,149,5
4823,richardclarke985,373,3
7875,ninahanley180,359,4
7462,eunicepillsbury33,134,3
6610,dkg3j18o,54,3
1052,kathrynbaldwin954,2,5
8853,christinaclark525,423,1
3016,brittanythomas499,127,3
8976,cliffordswan175,242,5
9167,qrihonwd,251,4
7069,z7ccg2tn,187,1
9116,reginaldholyfield860,355,3
6972,mariasmith711,309,5
4377,janicecrum774,327,4
2474,rachelshinn238,279,1
3023,trentonkimberling543,164,4
564,gertrudeweaver675,425,5
24,norawatkins212,293,2
9637,taylorwyche445,10,2
426,kristijones287,80,3
8018,jasondrage21,366,2
6920,ul2mdjwl,402,4
972,robertcaretto282,50,3
2057,bettyhaldeman202,118,4
6695,kimberlyhiggins184,70,1
4772,za7g1yn4,175,5
3718,joykohen756,352,4
3427,gladysainsworth545,276,1
5481,johnwharton567,170,4
2370,rubyloggins537,42,1
4075,wfpe5kf9,169,3
7796,r2vst5qc,176,5
2263,sterlinghopp231,422,3
4256,scottlong69,356,3
6838,mariannesevin712,47,2
8160,williamwilliams415,195,5
5243,l0het530,363,3
2227,barbaradammen971,105,2
1529,31hfgmxb,344,1
9340,i7usw011,411,2
3645,p4497610,38,3
4016,e89d3ni5,52,2
6592,8huvmogh,192,3
9310,abelmaze963,291,4
4922,v6zgw7em,385,4
1767,kristinemorris786,179,1
7516,5yvhclg1,436,2
9364,kaybrown473,338,1
3940,a6dw886q,410,4
9628,jeremyalvarez632,244,3
2826,samuelmcgee470,390,4
526,dfawhzwo,299,1
9468,nancyshuster327,266,1
7676,me0pgj56,367,1
5820,sandrapainter34,316,2
5322,joannebernes329,306,5
9675,michaelhennemann371,382,5
9141,loiscross195,390,3
5490,michaeliniguez39,127,2
610,lauriefosmire424,272,3
8408,marynorris694,253,1
5889,clinttaylor118,55,5
8764,janstone708,411,3
3914,margaretsmith680,126,3
8067,staceymendoza14,433,2
7559,robertdavis216,324,3
7453,christophermartinez415,272,5
7770,erikdefibaugh53,276,3
3119,maryskinner698,419,3
4055,jeffreydiaz511,167,5
3066,dorisford186,430,1
4116,chunwiersteiner804,78,3
5777,marthakidd995,32,4
1234,davidsutherland377,163,1
407,xnh76mfo,274,2
8074,richardhare164,191,5
6825,kaitlinkressler492,318,4
1203,timleopold999,259,1
1417,robertstruble694,390,1
4719,minnieread291,346,2
4140,marybullard690,181,3
6426,michaelgolden143,314,4
7849,sunkuss845,257,3
9068,larrydurate419,340,3
6081,bradleymorales954,167,5
5651,ernestquick759,245,4
2336,emilyboyd537,321,4
7346,loritoth849,307,5
5989,traceypalmer335,248,4
9170,pp1ee4yj,291,5
9570,mariaryan585,293,5
5524,nywa4e54,248,3
9083,t9s45ob8,341,1
5168,amandavalencia709,59,1
6828,kerrycarr407,381,3
6761,mariettasigmon753,62,5
3274,leonardphillips166,113,4
5477,williamwalker344,416,3
6923,fredayala860,181,1
9495,margaretmorton163,407,5
3289,bettygray471,11,2
5628,dannymoore98,276,2
6320,y46k4z69,155,5
8015,fredericksmith139,169,4
8604,janetwhite919,7,4
4161,rachelmcfall834,76,4
6611,jamesbrown507,68,1
4003,kerimarsden590,199,5
959,gretchenfigueroa721,226,4
9183,stevenshaw291,285,2
5756,jameskail459,407,4
2437,christinawhite257,7,2
4926,andrewkalinowski44,117,5
8478,richardanderson509,326,4
8037,nicholaswitt576,232,3
1231,michaelrupp857,108,3
4966,robertlee214,260,5
2325,karenbaccam699,300,4
1032,audreawright461,151,3
6687,veronicamartin727,120,3
2874,chesterlynch278,401,3
4715,davidlitchford316,368,4
7429,qo4gdjy1,144,1
6207,michalemontano255,319,3
538,ronniemolina101,167,5
3170,jeahedth,94,3
1986,henryjohnson247,395,3
6829,napoleonharrower814,14,3
2304,rodneyjones810,300,4
868,qa342j3q,272,3
5785,lolayoumans146,139,5
1468,bumusja4,88,4
2431,barbaramcneill46,333,2
9644,leonmoorefield583,92,2
9142,johnathonmanges464,228,5
3822,floracorcoran256,33,2
9192,1tmg4bum,329,4
4285,carrieangulo330,132,2
9314,s2q9z8lo,377,1
560,kathleenervin249,262,1
7156,keithdaniels844,254,5
7522,alfredthurman31,93,1
2428,kevinkrein753,297,5
832,jessicahentz719,314,3
9491,denissuennen249,177,2
609,manuelparman58,373,4
9991,michaelmartinez862,182,1
3352,thomasgunter872,13,5
5602,katherinecaudill277,241,2
2923,latishahiller89,184,2
7732,voms1vl6,12,2
9283,geraldwade522,430,3
8484,mauricefrench729,346,3
6787,jamiewells857,177,3
1563,lc668nim,92,3
8959,jonathanfouche21,416,1
809,robertmurphy474,173,4
2459,nancysantangelo669,210,5
1139,rachelbyrnes386,246,3
7847,christophersaucedo677,355,3
2584,jamiejohnson14,436,2
1676,simonwalls1,272,2
2772,glennisbradley693,323,2
8635,adawargo388,53,2
5306,margaretsonoski765,100,1
8178,marthacope773,372,2
9850,hughcasey241,275,2
9049,k8p5nf7u,34,3
1808,laurazohn271,424,1
2400,jamescrooks177,282,2
86,buddyphifer78,378,2
6975,rodneyjoyner477,291,1
4619,0sqrw5w9,108,2
5407,brendagilroy117,431,5
9204,z6xe1fcl,66,4
6041,beverleecollins561,164,5
7908,fayekaster228,42,4
5205,raymondparker374,150,3
1005,charlesherndon490,272,1
9708,christopherorourke79,382,5
2972,davidkincaid342,70,3
5753,annlim303,312,1
8355,juanitabusby785,364,2
5922,daynaschoonover144,349,1
9011,deloriscleary940,173,1
9582,reginarodgers111,432,3
8679,paulbrink728,26,1
1560,ernestinebanks691,274,2
4289,pamelawalker596,437,3
373,robertfoutch55,219,2
2800,rosefields103,127,4
8172,zwjy83k2,115,3
7503,q2elkd9n,286,3
7614,timothyjohnson553,266,1
4046,kristenhelms422,302,4
7277,raysalcido344,217,1
8060,sangvaughn731,79,3
5483,psbe5k3n,238,2
9540,yvettewalker144,125,1
1910,ed2w8vea,6,2
4281,jessicalopez683,427,4
3889,vsftvvl4,257,3
1111,jl171me2,173,2
8470,jonathandinsmore17,419,1
5129,wendellflesher748,437,3
1598,peggynorris735,360,5
3588,i2rvbl08,248,2
3401,5kzdjsax,181,1
763,amelianosal49,243,2
3495,jamesammons730,135,3
1888,shericook627,378,5
2773,jasongraham296,120,1
2622,loisthompson380,405,2
7370,willykannenberg125,263,3
9538,adamkern972,428,1
1998,fredsaunders849,70,5
1812,bb2vt5jf,286,2
9632,evelynnesbitt400,393,5
4051,zacharyrichardson723,387,5
2746,jclw49ky,412,1
4992,marcosgleeson108,154,2
4419,donaldmott717,433,4
5911,robertdunbar162,368,4
2095,reginajohnson597,206,2
2206,jacobpatterson998,39,4
8473,fredastuart116,159,1
5865,bettiesmith56,33,4
3598,jordanwebb453,348,5
135,gfztn9p4,298,1
2791,mariachappell662,236,4
9104,shannonstooks982,333,2
4319,freddieking492,425,5
234,josephshrader397,321,5
6466,9xw4g2vd,297,1
9514,robertancona275,402,5
9038,johnvaughan79,70,2
8748,luannmckenna492,406,1
9780,gregghorton229,13,2
8937,sonjohnson558,159,2
9564,emrjplw8,106,4
4141,antoniomullen292,345,4
5910,m3jfqqft,271,4
7927,hollycaldwell565,54,5
1019,annamarrs770,274,1
4758,beverlyhampton488,82,3
1565,3zfvddpg,374,2
2150,joshualumpkin699,283,5
856,victoriapowell48,130,3
3071,brendadambrosio376,379,2
8256,catharinepertsovsky821,173,4
9922,clintoncheesman812,299,3
3034,ralphneel425,152,1
2669,vivianmcclelland586,277,5
7857,reneepollock623,320,4
4328,marybell475,394,1
8854,htylyl77,209,1
8867,liliaseverin831,64,2
4162,nancywaldvogel194,169,3
5982,jacobflynn227,101,3
9145,eddierhew973,415,1
4047,wvq0bcp1,421,4
6607,justinrichardson474,260,1
924,carolinabarnett765,184,1
833,micahpleasant920,208,4
87,debratorres856,48,5
5303,bv0k71qb,228,4
4809,jamessoutherland33,204,4
2352,ais02log,189,5
765,47ynwepm,169,1
1251,joannedominguez998,402,1
8143,samanthasmith49,196,5
7102,irenelewandowski530,220,3
6941,edelmiraabbasi546,290,1
594,iik8siho,52,5
3461,emmagowers278,342,3
6065,ashlibennett900,286,4
8257,d1dv4ylp,262,5
8595,ednacastrey153,368,2
5389,lz80ffc2,26,3
2588,carlasoto642,360,4
8188,robinscott861,266,1
1265,ne6nfzal,97,4
6094,marilynmiramontes688,184,2
2456,markreese817,131,2
4403,donaldwu788,156,2
6659,kelseylee524,338,5
4594,tommietravis604,423,4
4316,patriciabonk328,69,4
1803,deirdrecurry63,347,5
6212,martinsingleton377,323,4
2976,jamiecabrera677,309,5
6340,johnadams681,171,4
5484,carldownes734,239,5
3075,nv1fzvef,202,4
7517,cristinemirza432,186,3
2936,sarahgriffin566,296,1
5535,jamesfisher425,179,4
267,jamesbible653,410,1
9749,bryanhampton837,104,1
525,abstxylg,334,4
9589,jennigrewe277,405,4
3457,carloshall466,276,4
1992,elizabethlawrence472,304,3
5826,stephaniejohnson938,257,3
1595,susanbarrocas372,104,3
954,edwardsherrill357,45,5
6093,antoniablevins969,28,1
1366,reginawhalen516,33,4
1246,heleneye295,388,3
5936,estherhubbard200,280,1
452,robertlopez478,348,1
9988,chadhicks202,236,1
8216,jillmcguire869,377,1
7591,cristinacalvert278,164,3
7007,1xxdtw39,108,3
1987,4vuga6sg,103,4
8954,gregorylansberry177,398,4
6281,davedavis828,374,1
6653,jeffreyjensen706,211,5
5894,brianblanco851,156,4
7542,jeffreylala223,40,1
9998,anthonymiller171,54,2
7448,sherriereising664,132,3
7801,carolroberts288,155,4
3501,teresamaxwell50,264,2
2741,howardmurray53,284,5
3762,jsxv086f,291,2
724,judydepalma659,351,1
4241,douglasfleming782,65,1
1901,williestone947,159,2
6271,kerryjones67,197,5
7496,samlanza885,261,1
115,patriciawinter213,210,5
2099,wadesitter647,79,5
3376,davidsavage530,310,1
8618,luisamatos414,174,4
3516,inavalentine944,160,1
2873,q8eb6fe2,11,5
120,hannahtran114,295,3
6325,virgildunn793,229,4
2619,p7kpfe7k,361,5
2792,qq9lz91s,187,3
8975,rosaurabristol343,158,3
9456,h3p96zcd,231,3
3613,guillermostruble149,184,4
3761,johnbostic457,62,2
7931,nealdubill659,425,3
4798,stephentinkle540,351,2
9641,codyjones931,160,5
2784,ritabooth692,44,5
8820,raymondroyer449,95,4
4009,mercedeswise424,127,1
4172,claudiadevotie874,166,1
2272,jamesmichel654,106,5
665,jesseguild50,155,1
1103,kelseygerber636,180,3
6171,tonyhensley862,250,4
885,kevincarreiro65,176,3
4304,ernestfatica271,420,3
7465,rosiehudgins955,376,1
1131,susanamarkarian8,27,5
1753,williamvictorero512,221,2
6012,ervingreene988,193,1
6999,johnmontemurro852,290,3
1748,michaelrose481,337,5
9271,marthawelch864,338,1
1308,lesliewilliams533,362,2
5995,robertoveselka800,160,4
5697,a4vixvoh,220,2
5190,vickeymorse972,207,4
2378,donfell349,312,1
5171,5lhz5lci,310,5
7422,elinorkutch602,208,3
9081,karenwells172,39,1
2551,marlenemarch52,1,4
9687,beverlygaylord555,203,3
7091,olgatan54,235,1
3065,leonelmusetti962,165,5
6821,brettgalvan975,347,4
4808,chadhernandez944,153,4
251,scottysmith713,232,4
1930,douglasbeaver368,411,5
5012,karenwagner923,389,2
4220,jkioknuk,72,2
6684,salvadorcoward483,332,4
7368,barbaratyson17,163,4
8827,nicoleflores597,122,4
888,carolynmccormack915,119,1
2636,bneccb5o,5,4
7011,1imr9un4,421,2
7914,johnmcnair341,220,3
7655,carolcenteno489,258,1
8499,shirleysmith557,169,1
6226,douglasbarden179,108,2
1337,claudesmsith983,5,3
8539,fs7k5xqa,45,3
2251,fl73zzlz,5,5
4053,petersantiago595,161,4
5797,stanleychiquito891,166,4
8562,scottmitchell789,307,2
81,bettyjackson78,354,3
651,nathanchambers401,167,4
7577,barbaramays3,373,3
4441,williamgreen312,373,3
3875,elizabethbell957,300,5
7706,brandoncooksey209,43,1
5980,martinpale367,338,1
6199,jennifergeorge989,85,1
4783,bd6x45wi,355,3
6773,geraldpeterson283,13,1
588,michellegibson182,118,2
3601,kimveneziano948,283,2
9645,luisromero435,107,1
5330,filomenasheridan267,135,4
7956,xd61lykl,25,2
5104,davidbradshaw830,34,3
7118,darcyodell522,341,2
900,fostersilva431,94,3
754,jenniferammon965,150,5
7581,antoniominer591,361,3
7811,jamesnichols490,322,2
5128,marciharris215,30,1
2458,jasonhuh697,236,1
3653,rebeccacrump568,287,1
9438,joandelong344,165,1
